doi_type,doi,title,citation_count
published_doi,10.4314/tvj.v40i2.2,Molecular characterization and pathogenicity assessment of bacteria causing infectious diseases in cage-farmed fish in the Lake Victoria,1
biorxiv_doi,10.1101/2025.10.27.684806,Accumulation of ph1 (zip4-5B) and ph2 (msh7-3D) mutations fails to boost homoeologous recombination in hexaploid wheat,
published_doi,10.3389/fpls.2025.1733533,Accumulation of ph1 (zip4-5B) and ph2 (msh7-3D) mutations fails to boost homoeologous recombination in hexaploid wheat,2
biorxiv_doi,10.1101/2024.07.08.602611,Endogenous FGFs drive ERK-dependent cell fate patterning in 2D human gastruloids,6
published_doi,10.1242/dev.205459,Endogenous FGFs drive ERK-dependent cell fate patterning in 2D human gastruloids,
biorxiv_doi,10.1101/2025.05.23.655783,Pre-dauer starvation decouples somatic from germline development with lifelong reproductive consequences in C. elegans,0
published_doi,10.1242/dev.204972,Pre-dauer starvation decouples somatic from germline development with lifelong reproductive consequences in C. elegans,0
biorxiv_doi,10.1101/2025.08.06.668842,Sex-specific doublesex regulation targeting the color-patterning gene h underlies the evolution of wing sexual dimorphism in the harlequin ladybug Harmonia axyridis,
published_doi,10.1111/ede.70028,Sex-specific doublesex regulation targeting the color-patterning gene h underlies the evolution of wing sexual dimorphism in the harlequin ladybug Harmonia axyridis,0
biorxiv_doi,10.1101/2024.10.22.619604,Chemotherapy resistance due to epithelial-to-mesenchymal transition is caused by abnormal lipid metabolic balance,3
published_doi,10.7554/eLife.104374,Chemotherapy resistance due to epithelial-to-mesenchymal transition is caused by abnormal lipid metabolic balance,
biorxiv_doi,10.1101/2025.08.12.669816,When Cells Rebel: a comparative genomics investigation into marsupial cancer susceptibility,
published_doi,10.1093/molbev/msag010,When Cells Rebel: a comparative genomics investigation into marsupial cancer susceptibility,0
biorxiv_doi,10.1101/2025.11.06.687045,Detection of five viruses commonly implicated with Bovine Respiratory Disease using loop-mediated isothermal amplification,0
published_doi,10.1080/01652176.2025.2607418,Detection of five viruses commonly implicated with Bovine Respiratory Disease using loop-mediated isothermal amplification,0
biorxiv_doi,10.1101/2024.07.02.601807,Compressive Pangenomics Using Mutation-Annotated Networks,
published_doi,10.1038/s41588-025-02478-7,Compressive Pangenomics Using Mutation-Annotated Networks,5
biorxiv_doi,10.1101/2024.03.22.585864,Temporal constraints on enhancer usage shape the regulation of limb gene transcription,
published_doi,10.1038/s41467-025-66055-6,Temporal constraints on enhancer usage shape the regulation of limb gene transcription,3
biorxiv_doi,10.1101/2025.02.16.637469,Parietal alpha frequency shapes own-body perception by modulating the temporal integration of bodily signals,
published_doi,10.1038/s41467-025-67657-w,Parietal alpha frequency shapes own-body perception by modulating the temporal integration of bodily signals,6
biorxiv_doi,10.1101/2025.07.04.663163,Virulence on Pm4 kinase-based resistance is determined by two divergent wheat powdery mildew effectors,
published_doi,10.1038/s41477-025-02180-w,Virulence on Pm4 kinase-based resistance is determined by two divergent wheat powdery mildew effectors,5
biorxiv_doi,10.1101/2025.01.30.634294,Single cell-resolved transcriptional dynamics of human subcutaneous adipose tissue during lifestyle- and bariatric surgery-induced weight loss,4
published_doi,10.1038/s42255-025-01433-4,Single cell-resolved transcriptional dynamics of human subcutaneous adipose tissue during lifestyle- and bariatric surgery-induced weight loss,2
biorxiv_doi,10.1101/2025.01.09.632081,Linking Molecular Tension and Cellular Tractions: A Multiscale Approach to Focal Adhesion Mechanics,1
published_doi,10.1038/s42003-026-09514-0,Linking Molecular Tension and Cellular Tractions: A Multiscale Approach to Focal Adhesion Mechanics,0
biorxiv_doi,10.1101/2025.09.09.675153,Self-multimerization of mRNA LNP-derived antigen improves antibody responses,0
published_doi,10.3390/vaccines14010080,Self-multimerization of mRNA LNP-derived antigen improves antibody responses,
biorxiv_doi,10.1101/2025.10.29.685440,Cannabidiol as a Prophylactic Agent Against Glioblastoma Growth: A Preclinical Investigation,0
published_doi,10.3390/ijms27020757,Cannabidiol as a Prophylactic Agent Against Glioblastoma Growth: A Preclinical Investigation,0
biorxiv_doi,10.1101/2023.12.06.570345,Dilated cardiomyopathy-associated RNA Binding Motif Protein 20 regulates long pre-mRNAs in neurons,0
published_doi,10.7554/eLife.104808.3,Dilated cardiomyopathy-associated RNA Binding Motif Protein 20 regulates long pre-mRNAs in neurons,
biorxiv_doi,10.1101/2024.03.13.584141,Two brain systems for the perception of geometric shapes,7
published_doi,10.7554/eLife.106464.3,Two brain systems for the perception of geometric shapes,
biorxiv_doi,10.1101/2025.06.02.657353,Engineering a mouse-adapted SADS-CoV and establishing a neonatal mouse model to study its infection,
published_doi,10.1128/mbio.03246-25,Engineering a mouse-adapted SADS-CoV and establishing a neonatal mouse model to study its infection,0
biorxiv_doi,10.1101/2025.09.08.674932,Spatial Metabolomics Reveals the Role of Penicillic Acid in Cheese Rind Microbiome Disruption by a Spoilage Fungus,0
published_doi,10.1128/msystems.01305-25,Spatial Metabolomics Reveals the Role of Penicillic Acid in Cheese Rind Microbiome Disruption by a Spoilage Fungus,0
biorxiv_doi,10.1101/2025.10.21.683683,Differentiation-Dependent Proximity Proteomics Identifies Novel Host Factors Linked to HPV16 E2 Function,0
published_doi,10.1128/mbio.03194-25,Differentiation-Dependent Proximity Proteomics Identifies Novel Host Factors Linked to HPV16 E2 Function,0
biorxiv_doi,10.1101/2025.10.20.683303,A Yeast-Based High-Throughput Screening Platform for the Discovery of Novel pre-mRNA Splicing Modulators,0
published_doi,10.1021/acschembio.5c00867,A Yeast-Based High-Throughput Screening Platform for the Discovery of Novel pre-mRNA Splicing Modulators,0
biorxiv_doi,10.1101/2025.10.13.682215,Biosynthesis of minimal C-phycocyanin chromophore assemblies in E. coli provides a platform to dissect protein-mediated tuning of exciton transfer,0
published_doi,10.1021/jacs.5c18051,Biosynthesis of minimal C-phycocyanin chromophore assemblies in E. coli provides a platform to dissect protein-mediated tuning of exciton transfer,
biorxiv_doi,10.1101/2025.01.14.633045,Role of Tad Pili during the transition from Planktonic to Biofilm State in Bradyrhizobium diazoefficiens USDA 110,0
published_doi,10.1128/jb.00008-25,Role of Tad Pili during the transition from Planktonic to Biofilm State in Bradyrhizobium diazoefficiens USDA 110,0
biorxiv_doi,10.1101/2025.07.27.662810,YeiE regulates YeiH to implement sulfite stress resistance in Salmonella enterica serotype Typhimurium,0
published_doi,10.1128/jb.00431-25,YeiE regulates YeiH to implement sulfite stress resistance in Salmonella enterica serotype Typhimurium,1
biorxiv_doi,10.1101/2023.10.03.560674,Predicting the effect of CRISPR-Cas9-based epigenome editing,7
published_doi,10.7554/eLife.92991,Predicting the effect of CRISPR-Cas9-based epigenome editing,
biorxiv_doi,10.1101/2025.01.01.630982,The Artists' Brain: A Data Fusion Approach to Characterize the Neural Bases of Professional Visual Artists,0
published_doi,10.1037/aca0000818,The Artists' Brain: A Data Fusion Approach to Characterize the Neural Bases of Professional Visual Artists,
biorxiv_doi,10.1101/2025.10.08.680984,Effects of oral cannabidiol (CBD) on spontaneous opioid withdrawal in male and female rats,0
published_doi,10.1037/pha0000826,Effects of oral cannabidiol (CBD) on spontaneous opioid withdrawal in male and female rats,
biorxiv_doi,10.1101/2025.08.15.670559,Rapamycin exerts its geroprotective effects in the ageing human immune system by enhancing resilience against DNA damage,
published_doi,10.1111/acel.70364,Rapamycin exerts its geroprotective effects in the ageing human immune system by enhancing resilience against DNA damage,1
biorxiv_doi,10.1101/2025.01.17.633518,"The C terminus of infectious bursal disease virus (IBDV) VP3 encodes a predicted intrinsically disordered region (IDR), which promotes the formation of cytoplasmic puncta and modulates their physical properties.",0
published_doi,10.1128/mbio.03107-25,"The C terminus of infectious bursal disease virus (IBDV) VP3 encodes a predicted intrinsically disordered region (IDR), which promotes the formation of cytoplasmic puncta and modulates their physical properties.",0
biorxiv_doi,10.1101/2025.02.12.637953,Reversible lipid mediated pH-gating of connexin-46/50 by cryo-EM,0
published_doi,10.1038/s41467-026-68311-9,Reversible lipid mediated pH-gating of connexin-46/50 by cryo-EM,0
biorxiv_doi,10.1101/2025.08.27.672711,Aberrant Hippo-YAP/TEAD signaling drives malignant transcriptional reprogramming in external auditory canal squamous cell carcinoma,
published_doi,10.1158/2767-9764.CRC-25-0626,Aberrant Hippo-YAP/TEAD signaling drives malignant transcriptional reprogramming in external auditory canal squamous cell carcinoma,0
biorxiv_doi,10.1101/2025.11.06.687021,The Median Preoptic Nucleus is a Key Site for Estradiol Regulation of Sleep-Wake Behaviors in Females Rats,0
published_doi,10.1093/sleep/zsaf387,The Median Preoptic Nucleus is a Key Site for Estradiol Regulation of Sleep-Wake Behaviors in Females Rats,0
biorxiv_doi,10.1101/2025.07.05.663288,Psychedelic 5-HT2A agonist increases spontaneous and evoked 5-Hz oscillations in visual and retrosplenial cortex,1
published_doi,10.1038/s42003-025-09492-9,Psychedelic 5-HT2A agonist increases spontaneous and evoked 5-Hz oscillations in visual and retrosplenial cortex,0
biorxiv_doi,10.1101/2025.01.09.632126,The De-Modifier: a tool for screening modification-induced alternate peptide taxonomy in palaeoproteomics,
published_doi,10.1371/journal.pone.0339465,The De-Modifier: a tool for screening modification-induced alternate peptide taxonomy in palaeoproteomics,3
biorxiv_doi,10.1101/2025.10.30.685610,Sex Differences in Cachexia Outcomes and Branched-Chain Amino Acid Metabolism Following Chemotherapy in Aged Mice,2
published_doi,10.1371/journal.pone.0340647,Sex Differences in Cachexia Outcomes and Branched-Chain Amino Acid Metabolism Following Chemotherapy in Aged Mice,
biorxiv_doi,10.1101/2024.10.05.616794,"Automated, Stress-Free, and Precise Measurement of Songbird Weight in Neuroscience Experiments",0
published_doi,10.1371/journal.pone.0339848,"Automated, Stress-Free, and Precise Measurement of Songbird Weight in Neuroscience Experiments",
biorxiv_doi,10.1101/2025.07.28.667162,ACMTF-R: supervised multi-omics data integration uncovering shared and distinct outcome-associated variation,1
published_doi,10.1371/journal.pone.0339650,ACMTF-R: supervised multi-omics data integration uncovering shared and distinct outcome-associated variation,
biorxiv_doi,10.1101/2025.03.24.644877,Enhanced mGluR1 function causes motor deficits and region-specific Purkinje cell dysfunction,0
published_doi,10.1093/brain/awaf477,Enhanced mGluR1 function causes motor deficits and region-specific Purkinje cell dysfunction,
biorxiv_doi,10.1101/2023.09.13.557676,"Complex relationship among vessel diameter, shear stress and blood pressure controlling vessel pruning during angiogenesis",0
published_doi,10.1371/journal.pcbi.1013565,"Complex relationship among vessel diameter, shear stress and blood pressure controlling vessel pruning during angiogenesis",
biorxiv_doi,10.1101/2025.09.11.673547,RetINaBox: A hands-on learning tool for experimental neuroscience,
published_doi,10.1523/ENEURO.0349-25.2025,RetINaBox: A hands-on learning tool for experimental neuroscience,0
biorxiv_doi,10.1101/2025.08.19.671051,ShapeSpaceExplorer: Analysis of morphological transitions in migrating cells using similarity-based shape space mapping,0
published_doi,10.1371/journal.pcbi.1013864,ShapeSpaceExplorer: Analysis of morphological transitions in migrating cells using similarity-based shape space mapping,
biorxiv_doi,10.1101/2025.09.24.678239,The native human glomerulus features a slit diaphragmresembling a densely interwoven fishnet,0
published_doi,10.1172/jci.insight.200658,The native human glomerulus features a slit diaphragmresembling a densely interwoven fishnet,
biorxiv_doi,10.1101/2025.01.08.631962,An integrated single-cell and spatial transcriptomic atlas of thyroid cancer progression identifies prognostic fibroblast subpopulations,1
published_doi,10.1172/jci.insight.191990,An integrated single-cell and spatial transcriptomic atlas of thyroid cancer progression identifies prognostic fibroblast subpopulations,3
biorxiv_doi,10.1101/2024.10.03.616513,ENDOTHELIAL PROX1 INDUCES BLOOD-BRAIN BARRIER DISRUPTION IN THE CENTRAL NERVOUS SYSTEM,0
published_doi,10.1172/jci.insight.187716,ENDOTHELIAL PROX1 INDUCES BLOOD-BRAIN BARRIER DISRUPTION IN THE CENTRAL NERVOUS SYSTEM,0
biorxiv_doi,10.1101/2025.08.15.670286,Mutations in VPS18 lead to a neutrophil maturation defect associated with disturbed vesicle homeostasis,
published_doi,10.1038/s41419-025-08338-w,Mutations in VPS18 lead to a neutrophil maturation defect associated with disturbed vesicle homeostasis,0
biorxiv_doi,10.1101/2024.12.23.627604,"Collecting, detecting and handling non-wear intervals in longitudinal light exposure data",
published_doi,10.3758/s13428-025-02823-y,"Collecting, detecting and handling non-wear intervals in longitudinal light exposure data",3
biorxiv_doi,10.1101/2024.10.13.618113,Independent control of neurogenesis and dorsoventral patterning by NKX2-2,0
published_doi,10.1101/gad.352886.125,Independent control of neurogenesis and dorsoventral patterning by NKX2-2,0
biorxiv_doi,10.1101/2024.11.17.624023,Chromosome engineering to restore euploidy in cells harboring a complex rearrangement of chromosome 8,0
published_doi,10.1101/gr.280425.125,Chromosome engineering to restore euploidy in cells harboring a complex rearrangement of chromosome 8,0
biorxiv_doi,10.1101/2024.03.24.586475,Landscape of microRNA and target expression variation and covariation in single mouse embryonic stem cells,
published_doi,10.1101/gr.279914.124,Landscape of microRNA and target expression variation and covariation in single mouse embryonic stem cells,1
biorxiv_doi,10.1101/2025.05.03.652040,An integrative framework linking molecular signatures and locomotory phenotypes in space-induced sarcopenia,
published_doi,10.1038/s41526-025-00557-x,An integrative framework linking molecular signatures and locomotory phenotypes in space-induced sarcopenia,1
biorxiv_doi,10.1101/2025.05.01.651757,"Large Reaching Datasets Quantify the Impact of Age, Sex/Gender, and Experience on Motor Control",
published_doi,10.1038/s44271-025-00383-7,"Large Reaching Datasets Quantify the Impact of Age, Sex/Gender, and Experience on Motor Control",2
biorxiv_doi,10.1101/2025.01.17.633399,baal-nf identifies motif-disrupting variants that decrease transcription factor binding affinity,
published_doi,10.1186/s13059-025-03916-9,baal-nf identifies motif-disrupting variants that decrease transcription factor binding affinity,1
biorxiv_doi,10.1101/2024.05.25.595878,Silencing of Hepatic AATF Ameliorates Metabolic Dysfunction Associated Steatohepatitis by Promoting Fatty Acid Î²-Oxidation in Experimental models,0
published_doi,10.1186/s10020-025-01417-w,Silencing of Hepatic AATF Ameliorates Metabolic Dysfunction Associated Steatohepatitis by Promoting Fatty Acid Î²-Oxidation in Experimental models,0
biorxiv_doi,10.1101/2024.08.27.609375,The PIDDosome controls cardiomyocyte polyploidization during postnatal heart development,2
published_doi,10.1038/s41418-025-01645-x,The PIDDosome controls cardiomyocyte polyploidization during postnatal heart development,0
biorxiv_doi,10.1101/2025.06.13.659272,Identification of novel exosomal miRNAs and their role in diagnosis and prognosis of Triple Negative Breast Cancer,
published_doi,10.1186/s12885-025-15499-6,Identification of novel exosomal miRNAs and their role in diagnosis and prognosis of Triple Negative Breast Cancer,1
biorxiv_doi,10.1101/2025.02.21.639445,Limited proteolysis-coupled mass spectrometry captures proteome-wide protein structural alterations and biomolecular condensation in living cells,
published_doi,10.1038/s44320-025-00182-6,Limited proteolysis-coupled mass spectrometry captures proteome-wide protein structural alterations and biomolecular condensation in living cells,2
biorxiv_doi,10.1101/2024.09.19.613896,CanDrivR-CS: A Cancer-Specific Machine Learning Framework for Distinguishing Recurrent and Rare Variants,0
published_doi,10.1093/bioadv/vbag008,CanDrivR-CS: A Cancer-Specific Machine Learning Framework for Distinguishing Recurrent and Rare Variants,
biorxiv_doi,10.1101/2025.11.22.689912,RoBep: A Region-Oriented Deep Learning Model for B-Cell Epitope Prediction,0
published_doi,10.1093/bioinformatics/btag006,RoBep: A Region-Oriented Deep Learning Model for B-Cell Epitope Prediction,
biorxiv_doi,10.1101/2025.09.04.674184,Characterization of the Lipidome of Neurons in Mouse Brain Nuclei using Imaging Mass Spectrometry,0
published_doi,10.1021/acs.analchem.5c08016,Characterization of the Lipidome of Neurons in Mouse Brain Nuclei using Imaging Mass Spectrometry,
biorxiv_doi,10.1101/2025.06.05.658010,Enhancing CYP450-Ligand Binding Predictions: A Comparative Analysis of Ligand-Based and Hybrid Machine Learning Models,0
published_doi,10.1021/acs.jcim.5c01098,Enhancing CYP450-Ligand Binding Predictions: A Comparative Analysis of Ligand-Based and Hybrid Machine Learning Models,
biorxiv_doi,10.1101/2025.10.20.683168,Interleukin-36 upregulates type-I interferon responses in systemic lupus erythematosus by promoting the accumulation of self-nucleic acids,
published_doi,10.3389/fimmu.2025.1727524,Interleukin-36 upregulates type-I interferon responses in systemic lupus erythematosus by promoting the accumulation of self-nucleic acids,0
biorxiv_doi,10.1101/2025.06.16.660020,A Ligand-Centered Framework for Î³Î´ T Cell Activation in Colorectal Cancer Revealed by Single-Cell and Transformer-Based Perturbation,
published_doi,10.3389/fimmu.2025.1715827,A Ligand-Centered Framework for Î³Î´ T Cell Activation in Colorectal Cancer Revealed by Single-Cell and Transformer-Based Perturbation,0
biorxiv_doi,10.1101/2025.02.21.639456,Pseudogenes document protracted parallel regression of oral anatomy in myrmecophagous mammals,
published_doi,10.1093/molbev/msag009,Pseudogenes document protracted parallel regression of oral anatomy in myrmecophagous mammals,0
biorxiv_doi,10.1101/2024.02.13.580203,Neuroestrogens facilitate male-typical behaviors by potentiating androgen receptor signaling in medaka,0
published_doi,10.7554/eLife.97106,Neuroestrogens facilitate male-typical behaviors by potentiating androgen receptor signaling in medaka,
biorxiv_doi,10.1101/2025.06.03.657184,Bridging Genomics and Clinical Medicine: RSVrecon Enhances RSV Surveillance with Automated Genotyping and Clinically-important Mutation Reporting,
published_doi,10.1111/irv.70203,Bridging Genomics and Clinical Medicine: RSVrecon Enhances RSV Surveillance with Automated Genotyping and Clinically-important Mutation Reporting,1
biorxiv_doi,10.1101/2025.07.28.667192,Enhancing TFEA.ChIP with ENCODE Regulatory Maps for Generalizable Transcription Factor Enrichment,
published_doi,10.1093/bib/bbaf715,Enhancing TFEA.ChIP with ENCODE Regulatory Maps for Generalizable Transcription Factor Enrichment,0
biorxiv_doi,10.1101/2025.06.12.659263,"A short linear motif, conserved from yeast to human, binds to members of the Spa2/GIT1 family of cortical scaffold proteins",
published_doi,10.1242/jcs.264236,"A short linear motif, conserved from yeast to human, binds to members of the Spa2/GIT1 family of cortical scaffold proteins",1
biorxiv_doi,10.1101/2025.04.28.650930,Bringing the Ends together: Cryo-EM structures of mycobacterial Ku in complex with DNA define its role in NHEJ synapsis,
published_doi,10.1093/nar/gkaf1418,Bringing the Ends together: Cryo-EM structures of mycobacterial Ku in complex with DNA define its role in NHEJ synapsis,3
biorxiv_doi,10.1101/2025.05.14.654157,Control of Blood Pressure Variability Across Behavioral States by Brainstem Adrenergic Neurons,1
published_doi,10.1161/CIRCRESAHA.125.326792,Control of Blood Pressure Variability Across Behavioral States by Brainstem Adrenergic Neurons,1
biorxiv_doi,10.1101/2025.06.09.658748,Intelectin-2 is a broad-spectrum antimicrobial lectin,
published_doi,10.1038/s41467-025-67099-4,Intelectin-2 is a broad-spectrum antimicrobial lectin,0
biorxiv_doi,10.1101/2025.09.12.675721,Mechanism of SARS-CoV-2 Nucleocapsid Protein Phosphorylation-induced Functional Switch,
published_doi,10.3390/v18010105,Mechanism of SARS-CoV-2 Nucleocapsid Protein Phosphorylation-induced Functional Switch,2
biorxiv_doi,10.1101/2025.05.31.657027,Structome-AlignViewer: On Confidence Assessment in Structure-Aware Alignments,2
published_doi,10.1093/gbe/evag004,Structome-AlignViewer: On Confidence Assessment in Structure-Aware Alignments,
biorxiv_doi,10.1101/2025.09.04.674023,Instrument-free quantitative detection of analytes using a novel combo lateral flow assay,0
published_doi,10.1021/acsabm.5c02156,Instrument-free quantitative detection of analytes using a novel combo lateral flow assay,0
biorxiv_doi,10.1101/2025.07.08.663108,Fetal reversion from diverse lineages sustains the intestinal stem cell pool and confers stress resilience,
published_doi,10.1038/s42003-026-09533-x,Fetal reversion from diverse lineages sustains the intestinal stem cell pool and confers stress resilience,1
biorxiv_doi,10.1101/2022.03.14.484320,ANTARCTIC FUNGI: A BIO-SOURCE ALTERNATIVE TO PRODUCE POLYUNSATURATED FATTY ACIDS (PUFAs),3
published_doi,10.1128/spectrum.01372-25,ANTARCTIC FUNGI: A BIO-SOURCE ALTERNATIVE TO PRODUCE POLYUNSATURATED FATTY ACIDS (PUFAs),
biorxiv_doi,10.1101/2025.07.30.667774,A conserved stripe rust effector elicits variable resistance responses in wheat,1
published_doi,10.1094/MPMI-11-25-0163-R,A conserved stripe rust effector elicits variable resistance responses in wheat,
biorxiv_doi,10.1101/2025.09.24.678327,Genomic and Transcriptomic Insights into the Evolution and Parasitic Strategy of the Woody-Plant Nematode Pratylenchus vulnus,0
published_doi,10.1094/MPMI-10-25-0133-FI,Genomic and Transcriptomic Insights into the Evolution and Parasitic Strategy of the Woody-Plant Nematode Pratylenchus vulnus,2
biorxiv_doi,10.1101/2025.08.22.671636,In vivo semen characterization and seasonal variation in Procavia capensis males,0
published_doi,10.1530/RAF-25-0132,In vivo semen characterization and seasonal variation in Procavia capensis males,
biorxiv_doi,10.1101/2023.12.22.572899,Atypical Cell Cycle Regulation over Neural Stem Cell Expansion,0
published_doi,10.1016/j.stemcr.2025.102752,Atypical Cell Cycle Regulation over Neural Stem Cell Expansion,
biorxiv_doi,10.1101/2025.03.21.642423,Alternative splicing dynamics during human cardiac development in vivo and in vitro,0
published_doi,10.1016/j.stemcr.2025.102757,Alternative splicing dynamics during human cardiac development in vivo and in vitro,1
biorxiv_doi,10.1101/2025.01.14.632964,Affiliative behaviours regulate allostasis development and shape biobehavioural trajectories in horse,0
published_doi,10.1038/s41467-025-66729-1,Affiliative behaviours regulate allostasis development and shape biobehavioural trajectories in horse,0
biorxiv_doi,10.1101/2025.10.12.681316,Simulating human foot mechanics during walking based on an anatomically detailed forward dynamic finite element model,
published_doi,10.1007/s10439-026-03984-3,Simulating human foot mechanics during walking based on an anatomically detailed forward dynamic finite element model,0
biorxiv_doi,10.1101/2025.07.03.661155,Identification and Evaluation of Benzimidazole- Agonists of Innate Immune Receptor NOD2,0
published_doi,10.1021/acsinfecdis.5c00737,Identification and Evaluation of Benzimidazole- Agonists of Innate Immune Receptor NOD2,0
biorxiv_doi,10.1101/2025.06.02.657373,A critical role of sux cistron-mediated sucrose uptake for virulence of the rice blight pathogen Xanthomonas oryzae pv. oryzae,
published_doi,10.1093/pnasnexus/pgaf412,A critical role of sux cistron-mediated sucrose uptake for virulence of the rice blight pathogen Xanthomonas oryzae pv. oryzae,2
biorxiv_doi,10.1101/2025.10.27.684901,DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification,2
published_doi,10.1021/acs.jcim.5c02747,DNACSE: Enhancing Genomic LLMs with Contrastive Learning for DNA Barcode Identification,
biorxiv_doi,10.1101/2025.04.30.651418,Brain glucodynamic variability is an essential feature of the metabolism-cognition relationship,4
published_doi,10.1073/pnas.2510850123,Brain glucodynamic variability is an essential feature of the metabolism-cognition relationship,0
biorxiv_doi,10.1101/2025.01.29.635494,Measuring bridging forces in protein-DNA condensates,0
published_doi,10.1073/pnas.2523058123,Measuring bridging forces in protein-DNA condensates,1
biorxiv_doi,10.1101/2025.06.16.659879,Redox robustness drives LPMO evolution,0
published_doi,10.1073/pnas.2521617123,Redox robustness drives LPMO evolution,
biorxiv_doi,10.1101/2025.04.22.649740,Tube feet dynamics drive adaptation in sea star locomotion,1
published_doi,10.1073/pnas.2509681123,Tube feet dynamics drive adaptation in sea star locomotion,
